source,role_search,title,company,experience,salary,salary_min,salary_max,salary_avg,location,skills_raw,description,posted_date,company_rating,job_url,scraped_at
Naukri,data analyst,Data Analyst,Acciojob,0-2 Yrs,,,,,"Chennai, Bengaluru",Data Analytics | Power Bi | Statistics | Python | SQL | Data analysis | Analytics | Data,,1 week ago,3.5,https://www.naukri.com/job-listings-data-analyst-acciojob-chennai-bengaluru-0-to-2-years-260526033652,2026-06-04T15:47:46.368729
Naukri,data analyst,Data Analyst,City Montessori School (CMS),0-3 Yrs,,,,,Lucknow,Power Bi | Data Analyst | Tableau | Excel | Python | GOOGLE LOOKER | Artificial Intelligence | SQL,,4 days ago,3.5,https://www.naukri.com/job-listings-data-analyst-city-montessori-school-cms-lucknow-0-to-3-years-300526014475,2026-06-04T15:47:46.369110
Naukri,data analyst,Data Analyst,Concept Kart,0-4 Yrs,,,,,New Delhi,Data Analysis | Power Bi | Data Analytics | SQL | Analytics | Bi | Analysis | Data,,1 week ago,4.6,https://www.naukri.com/job-listings-data-analyst-concept-kart-new-delhi-0-to-4-years-260526034727,2026-06-04T15:47:46.369529
Naukri,data analyst,Data Analyst - (Immediate Joiners preferred),Capita,1-5 Yrs,,,,,"Hybrid - Pune, Mumbai (All Areas)",Power Bi | Advanced Excel | Machine Learning | Python | R | Data Visualization | Tableau | Data analysis,,1 day ago,3.5,https://www.naukri.com/job-listings-data-analyst-immediate-joiners-preferred-capita-pune-mumbai-all-areas-1-to-5-years-140526016202,2026-06-04T15:48:08.187435
Naukri,data analyst,Data Analyst,Capgemini,4-9 Yrs,,,,,"Hybrid - Chennai, Delhi / NCR, Mumbai (All Areas)",Power Bi | Data Analysis | Data Visualization | Tableau | Data Analytics | SQL | Analytics | Analysis,,1 week ago,3.6,https://www.naukri.com/job-listings-data-analyst-capgemini-chennai-delhi-ncr-mumbai-all-areas-4-to-9-years-021225014173,2026-06-04T15:48:08.187868
Naukri,data analyst,Data Analyst,Sbicap Securities,,,,,,Mumbai,Data Analysis | Predictive Modeling | Statistical Modeling | Data Analytics | SQL | Python | Predictive Analytics | Predictive,,3 weeks ago,3.6,https://www.naukri.com/job-listings-data-analyst-sbicap-securities-mumbai-2-to-5-years-130426027758,2026-06-04T15:48:08.188354
Naukri,data analyst,Data Analyst,Snapdeal,1-6 Yrs,,,,,Gurugram,master data | python | metadata | data analysis | data analytics | data management | configuration | data mining,,3+ weeks ago,3.6,https://www.naukri.com/job-listings-data-analyst-jasper-infotech-pvt-ltd-gurugram-1-to-6-years-221025507695,2026-06-04T15:48:08.188746
Naukri,data analyst,Data Analyst,Tata Consultancy Services,4-8 Yrs,,,,,"Pune, Bengaluru",Data Analysis | Data Warehousing | Data Analytics | SQL | Data | Analysis | Warehouse | Analytics,,3+ weeks ago,3.3,https://www.naukri.com/job-listings-data-analyst-tata-consultancy-services-pune-bengaluru-4-to-8-years-040526032274,2026-06-04T15:48:08.189141
Naukri,data analyst,Data Analyst | ETL | Informatica - Hyderabad (Female candidates),Infosys,3-5 Yrs,,,,,Hyderabad,ETL | Etl Pipelines | Data Quality | Data Pipeline | Informatica | Data Warehousing | Data Modeling | Data Integration,,2 weeks ago,3.5,https://www.naukri.com/job-listings-data-analyst-etl-informatica-hyderabad-female-candidates-infosys-hyderabad-3-to-5-years-200526022268,2026-06-04T15:48:08.189557
Naukri,data analyst,"Auth Fraud Supervisor- Data Analyst, UIDAI/Bengaluru",National Institute for Smart Government (NISG),6-10 Yrs,,,,,Bengaluru,Data Analysis | Fraud Management | Python | SQL | Fraud Analytics | R | Identity fraud | Business Analysis,,1 week ago,3.5,https://www.naukri.com/job-listings-auth-fraud-supervisor-data-analyst-uidai-bengaluru-national-institute-for-smart-government-nisg-bengaluru-6-to-10-years-300126034060,2026-06-04T15:48:08.189987
Naukri,data analyst,Data Analyst - Tableau/Looker/Salesforce (Remote),Indium Software,2-5 Yrs,,,,,Remote,Reports And Dashboards | Advance Sql | Tableau | Looker | Salesforce | Data Visualization | Data | Reporting,,2 days ago,3.9,https://www.naukri.com/job-listings-data-analyst-tableau-looker-salesforce-remote-indium-software-hyderabad-2-to-5-years-020626009571,2026-06-04T15:48:08.190413
Naukri,data analyst,Data Analyst,MNC,0-2 Yrs,,,,,"Pimpri-Chinchwad, Pune",Google Sheets | Power Bi | MS Office | SQL | Data Analytics | Large Databases | Google Data Studio | data vis,,1 day ago,,https://www.naukri.com/job-listings-data-analyst-tele-infotech-pimpri-chinchwad-pune-0-to-2-years-020626028320,2026-06-04T15:48:08.190825
Naukri,data analyst,Data Analyst (English Required),Peroptyx,0-5 Yrs,,,,,Remote,Data Analysis | English | Data Analytics | Data Mapping | Analytics | Mapping | Analysis | Data,,1 day ago,3.2,https://www.naukri.com/job-listings-data-analyst-english-required-peroptyx-mumbai-all-areas-0-to-5-years-020626027790,2026-06-04T15:48:08.191222
Naukri,data analyst,Data Analyst,Bima Kavach,1-3 Yrs,,,,,Bengaluru,database maintenance | python | data analysis | data analytics | predictive analytics | problem solving | machine learning | dashboards,,1 day ago,4.3,https://www.naukri.com/job-listings-data-analyst-bimakavach-bengaluru-1-to-3-years-030626501531,2026-06-04T15:48:08.191645
Naukri,data analyst,Data Analyst,Edgemed Healthcare,1-4 Yrs,,,,,Mumbai,database maintenance | python | data analysis | data analytics | sas | predictive analytics | problem solving | process improvement,,1 day ago,,https://www.naukri.com/job-listings-data-analyst-edgemed-healthcare-mumbai-1-to-4-years-030626501583,2026-06-04T15:48:08.192007
Naukri,data analyst,Data Analyst,Ample Softech System,0-3 Yrs,,,,,"Nagpur, Pune",Power Bi | Data Visualization | Data Analytics | Data Management | Tableau | SQL | Data analysis | Analytics,,6 days ago,4.7,https://www.naukri.com/job-listings-data-analyst-ample-softech-system-nagpur-pune-0-to-3-years-270426007790,2026-06-04T15:48:08.192445
Naukri,data analyst,Online Data Analyst Odia (IN),TELUS Digital,0-5 Yrs,,,,,Remote,Oriya | oriya speaker | odiya | Language Editing | Power Bi | Artificial Intelligence | Content Writing | content,,1 week ago,3.5,https://www.naukri.com/job-listings-online-data-analyst-odia-in-telus-digital-india-0-to-5-years-220426038468,2026-06-04T15:48:08.192846
Naukri,data analyst,Data Analyst,Innova Solutions,7-12 Yrs,,,,,"Hybrid - Hyderabad, Bengaluru, Greater Noida",Banking Analytics | Data Analytics | Python | SQL | Segmentation | Data Analysis | Data | Analytics,,1 day ago,3.3,https://www.naukri.com/job-listings-data-analyst-innova-solutions-hyderabad-bengaluru-greater-noida-7-to-12-years-280426010915,2026-06-04T15:48:08.193236
Naukri,data analyst,Online Data Analyst - Kannada,TELUS Digital,0-2 Yrs,,,,,Remote,Data Analysis | Mapping | Online Data Analysis | quality assurance | AI models | machine learning | Assurance | Quality,,2 days ago,3.5,https://www.naukri.com/job-listings-online-data-analyst-kannada-telus-digital-bengaluru-0-to-2-years-040325916691,2026-06-04T15:48:08.193647
Naukri,data analyst,Data Analyst,MNC,0-2 Yrs,,,,,"Pimpri-Chinchwad, Pune",Google Sheets | Power Bi | MS Office | SQL | Data Analytics | Large Databases | Google Data Studio | data vis,,1 week ago,,https://www.naukri.com/job-listings-data-analyst-tele-infotech-pimpri-chinchwad-pune-0-to-2-years-280526000048,2026-06-04T15:48:08.194278
Naukri,data analyst,Data Analyst,Acciojob,0-2 Yrs,,,,,"Chennai, Bengaluru",Data Analytics | Power Bi | Statistics | Python | SQL | Data analysis | Analytics | Data,,1 week ago,3.5,https://www.naukri.com/job-listings-data-analyst-acciojob-chennai-bengaluru-0-to-2-years-260526033652,2026-06-04T15:48:08.195004
Naukri,data analyst,Data Analyst,City Montessori School (CMS),0-3 Yrs,,,,,Lucknow,Power Bi | Data Analyst | Tableau | Excel | Python | GOOGLE LOOKER | Artificial Intelligence | SQL,,4 days ago,3.5,https://www.naukri.com/job-listings-data-analyst-city-montessori-school-cms-lucknow-0-to-3-years-300526014475,2026-06-04T15:48:08.195425
Naukri,data analyst,Data Analyst,Concept Kart,0-4 Yrs,,,,,New Delhi,Data Analysis | Power Bi | Data Analytics | SQL | Analytics | Bi | Analysis | Data,,1 week ago,4.6,https://www.naukri.com/job-listings-data-analyst-concept-kart-new-delhi-0-to-4-years-260526034727,2026-06-04T15:48:08.195858
Naukri,data analyst,Data Analyst - (Immediate Joiners preferred),Capita,1-5 Yrs,,,,,"Hybrid - Pune, Mumbai (All Areas)",Power Bi | Advanced Excel | Machine Learning | Python | R | Data Visualization | Tableau | Data analysis,,1 day ago,3.5,https://www.naukri.com/job-listings-data-analyst-immediate-joiners-preferred-capita-pune-mumbai-all-areas-1-to-5-years-140526016202,2026-06-04T15:48:29.923399
Naukri,data analyst,Data Analyst,Capgemini,4-9 Yrs,,,,,"Hybrid - Chennai, Delhi / NCR, Mumbai (All Areas)",Power Bi | Data Analysis | Data Visualization | Tableau | Data Analytics | SQL | Analytics | Analysis,,1 week ago,3.6,https://www.naukri.com/job-listings-data-analyst-capgemini-chennai-delhi-ncr-mumbai-all-areas-4-to-9-years-021225014173,2026-06-04T15:48:29.923865
Naukri,data analyst,Data Analyst,Sbicap Securities,,,,,,Mumbai,Data Analysis | Predictive Modeling | Statistical Modeling | Data Analytics | SQL | Python | Predictive Analytics | Predictive,,3 weeks ago,3.6,https://www.naukri.com/job-listings-data-analyst-sbicap-securities-mumbai-2-to-5-years-130426027758,2026-06-04T15:48:29.924371
Naukri,data analyst,Data Analyst,Snapdeal,1-6 Yrs,,,,,Gurugram,master data | python | metadata | data analysis | data analytics | data management | configuration | data mining,,3+ weeks ago,3.6,https://www.naukri.com/job-listings-data-analyst-jasper-infotech-pvt-ltd-gurugram-1-to-6-years-221025507695,2026-06-04T15:48:29.924762
Naukri,data analyst,Data Analyst,Tata Consultancy Services,4-8 Yrs,,,,,"Pune, Bengaluru",Data Analysis | Data Warehousing | Data Analytics | SQL | Data | Analysis | Warehouse | Analytics,,3+ weeks ago,3.3,https://www.naukri.com/job-listings-data-analyst-tata-consultancy-services-pune-bengaluru-4-to-8-years-040526032274,2026-06-04T15:48:29.925147
Naukri,data analyst,Data Analyst | ETL | Informatica - Hyderabad (Female candidates),Infosys,3-5 Yrs,,,,,Hyderabad,ETL | Etl Pipelines | Data Quality | Data Pipeline | Informatica | Data Warehousing | Data Modeling | Data Integration,,2 weeks ago,3.5,https://www.naukri.com/job-listings-data-analyst-etl-informatica-hyderabad-female-candidates-infosys-hyderabad-3-to-5-years-200526022268,2026-06-04T15:48:29.925546
Naukri,data analyst,"Auth Fraud Supervisor- Data Analyst, UIDAI/Bengaluru",National Institute for Smart Government (NISG),6-10 Yrs,,,,,Bengaluru,Data Analysis | Fraud Management | Python | SQL | Fraud Analytics | R | Identity fraud | Business Analysis,,1 week ago,3.5,https://www.naukri.com/job-listings-auth-fraud-supervisor-data-analyst-uidai-bengaluru-national-institute-for-smart-government-nisg-bengaluru-6-to-10-years-300126034060,2026-06-04T15:48:29.925968
Naukri,data analyst,Data Analyst - Tableau/Looker/Salesforce (Remote),Indium Software,2-5 Yrs,,,,,Remote,Reports And Dashboards | Advance Sql | Tableau | Looker | Salesforce | Data Visualization | Data | Reporting,,2 days ago,3.9,https://www.naukri.com/job-listings-data-analyst-tableau-looker-salesforce-remote-indium-software-hyderabad-2-to-5-years-020626009571,2026-06-04T15:48:29.926391
Naukri,data analyst,Data Analyst,MNC,0-2 Yrs,,,,,"Pimpri-Chinchwad, Pune",Google Sheets | Power Bi | MS Office | SQL | Data Analytics | Large Databases | Google Data Studio | data vis,,1 day ago,,https://www.naukri.com/job-listings-data-analyst-tele-infotech-pimpri-chinchwad-pune-0-to-2-years-020626028320,2026-06-04T15:48:29.926792
Naukri,data analyst,Data Analyst (English Required),Peroptyx,0-5 Yrs,,,,,Remote,Data Analysis | English | Data Analytics | Data Mapping | Analytics | Mapping | Analysis | Data,,1 day ago,3.2,https://www.naukri.com/job-listings-data-analyst-english-required-peroptyx-mumbai-all-areas-0-to-5-years-020626027790,2026-06-04T15:48:29.927191
Naukri,data analyst,Data Analyst,Bima Kavach,1-3 Yrs,,,,,Bengaluru,database maintenance | python | data analysis | data analytics | predictive analytics | problem solving | machine learning | dashboards,,1 day ago,4.3,https://www.naukri.com/job-listings-data-analyst-bimakavach-bengaluru-1-to-3-years-030626501531,2026-06-04T15:48:29.927574
Naukri,data analyst,Data Analyst,Edgemed Healthcare,1-4 Yrs,,,,,Mumbai,database maintenance | python | data analysis | data analytics | sas | predictive analytics | problem solving | process improvement,,1 day ago,,https://www.naukri.com/job-listings-data-analyst-edgemed-healthcare-mumbai-1-to-4-years-030626501583,2026-06-04T15:48:29.927920
Naukri,data analyst,Data Analyst,Ample Softech System,0-3 Yrs,,,,,"Nagpur, Pune",Power Bi | Data Visualization | Data Analytics | Data Management | Tableau | SQL | Data analysis | Analytics,,6 days ago,4.7,https://www.naukri.com/job-listings-data-analyst-ample-softech-system-nagpur-pune-0-to-3-years-270426007790,2026-06-04T15:48:29.928338
Naukri,data analyst,Online Data Analyst Odia (IN),TELUS Digital,0-5 Yrs,,,,,Remote,Oriya | oriya speaker | odiya | Language Editing | Power Bi | Artificial Intelligence | Content Writing | content,,1 week ago,3.5,https://www.naukri.com/job-listings-online-data-analyst-odia-in-telus-digital-india-0-to-5-years-220426038468,2026-06-04T15:48:29.928721
Naukri,data analyst,Data Analyst,Innova Solutions,7-12 Yrs,,,,,"Hybrid - Hyderabad, Bengaluru, Greater Noida",Banking Analytics | Data Analytics | Python | SQL | Segmentation | Data Analysis | Data | Analytics,,1 day ago,3.3,https://www.naukri.com/job-listings-data-analyst-innova-solutions-hyderabad-bengaluru-greater-noida-7-to-12-years-280426010915,2026-06-04T15:48:29.929098
Naukri,data analyst,Online Data Analyst - Kannada,TELUS Digital,0-2 Yrs,,,,,Remote,Data Analysis | Mapping | Online Data Analysis | quality assurance | AI models | machine learning | Assurance | Quality,,2 days ago,3.5,https://www.naukri.com/job-listings-online-data-analyst-kannada-telus-digital-bengaluru-0-to-2-years-040325916691,2026-06-04T15:48:29.929482
Naukri,data analyst,Data Analyst,MNC,0-2 Yrs,,,,,"Pimpri-Chinchwad, Pune",Google Sheets | Power Bi | MS Office | SQL | Data Analytics | Large Databases | Google Data Studio | data vis,,1 week ago,,https://www.naukri.com/job-listings-data-analyst-tele-infotech-pimpri-chinchwad-pune-0-to-2-years-280526000048,2026-06-04T15:48:29.929882
Naukri,data analyst,Data Analyst,Acciojob,0-2 Yrs,,,,,"Chennai, Bengaluru",Data Analytics | Power Bi | Statistics | Python | SQL | Data analysis | Analytics | Data,,1 week ago,3.5,https://www.naukri.com/job-listings-data-analyst-acciojob-chennai-bengaluru-0-to-2-years-260526033652,2026-06-04T15:48:29.930298
Naukri,data analyst,Data Analyst,City Montessori School (CMS),0-3 Yrs,,,,,Lucknow,Power Bi | Data Analyst | Tableau | Excel | Python | GOOGLE LOOKER | Artificial Intelligence | SQL,,4 days ago,3.5,https://www.naukri.com/job-listings-data-analyst-city-montessori-school-cms-lucknow-0-to-3-years-300526014475,2026-06-04T15:48:29.930680
Naukri,data analyst,Data Analyst,Concept Kart,0-4 Yrs,,,,,New Delhi,Data Analysis | Power Bi | Data Analytics | SQL | Analytics | Bi | Analysis | Data,,1 week ago,4.6,https://www.naukri.com/job-listings-data-analyst-concept-kart-new-delhi-0-to-4-years-260526034727,2026-06-04T15:48:29.931102
Naukri,data analyst,Data Analyst - (Immediate Joiners preferred),Capita,1-5 Yrs,,,,,"Hybrid - Pune, Mumbai (All Areas)",Power Bi | Advanced Excel | Machine Learning | Python | R | Data Visualization | Tableau | Data analysis,,1 day ago,3.5,https://www.naukri.com/job-listings-data-analyst-immediate-joiners-preferred-capita-pune-mumbai-all-areas-1-to-5-years-140526016202,2026-06-04T15:48:51.973460
Naukri,data analyst,Data Analyst,Capgemini,4-9 Yrs,,,,,"Hybrid - Chennai, Delhi / NCR, Mumbai (All Areas)",Power Bi | Data Analysis | Data Visualization | Tableau | Data Analytics | SQL | Analytics | Analysis,,1 week ago,3.6,https://www.naukri.com/job-listings-data-analyst-capgemini-chennai-delhi-ncr-mumbai-all-areas-4-to-9-years-021225014173,2026-06-04T15:48:51.973926
Naukri,data analyst,Data Analyst,Sbicap Securities,,,,,,Mumbai,Data Analysis | Predictive Modeling | Statistical Modeling | Data Analytics | SQL | Python | Predictive Analytics | Predictive,,3 weeks ago,3.6,https://www.naukri.com/job-listings-data-analyst-sbicap-securities-mumbai-2-to-5-years-130426027758,2026-06-04T15:48:51.974416
Naukri,data analyst,Data Analyst,Snapdeal,1-6 Yrs,,,,,Gurugram,master data | python | metadata | data analysis | data analytics | data management | configuration | data mining,,3+ weeks ago,3.6,https://www.naukri.com/job-listings-data-analyst-jasper-infotech-pvt-ltd-gurugram-1-to-6-years-221025507695,2026-06-04T15:48:51.974817
Naukri,data analyst,Data Analyst,Tata Consultancy Services,4-8 Yrs,,,,,"Pune, Bengaluru",Data Analysis | Data Warehousing | Data Analytics | SQL | Data | Analysis | Warehouse | Analytics,,3+ weeks ago,3.3,https://www.naukri.com/job-listings-data-analyst-tata-consultancy-services-pune-bengaluru-4-to-8-years-040526032274,2026-06-04T15:48:51.975203
Naukri,data analyst,Data Analyst | ETL | Informatica - Hyderabad (Female candidates),Infosys,3-5 Yrs,,,,,Hyderabad,ETL | Etl Pipelines | Data Quality | Data Pipeline | Informatica | Data Warehousing | Data Modeling | Data Integration,,2 weeks ago,3.5,https://www.naukri.com/job-listings-data-analyst-etl-informatica-hyderabad-female-candidates-infosys-hyderabad-3-to-5-years-200526022268,2026-06-04T15:48:51.975615
Naukri,data analyst,"Auth Fraud Supervisor- Data Analyst, UIDAI/Bengaluru",National Institute for Smart Government (NISG),6-10 Yrs,,,,,Bengaluru,Data Analysis | Fraud Management | Python | SQL | Fraud Analytics | R | Identity fraud | Business Analysis,,1 week ago,3.5,https://www.naukri.com/job-listings-auth-fraud-supervisor-data-analyst-uidai-bengaluru-national-institute-for-smart-government-nisg-bengaluru-6-to-10-years-300126034060,2026-06-04T15:48:51.976034
